state,district,rain_gfs_mm,imd_mean_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_bc,alert_icon,date,cycle_utc
Haryana,Panchkula,4.625,6.045965971930387,1.3072358858227864,6.045965971930387,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Panipat,0.1875,2.0180696275952745,3.0,0.5625,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Rewari,0.21875,2.517367081058352,3.0,0.65625,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Rohtak,0.5208333283662796,2.1793504667132413,3.0,1.5624999850988388,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Sirsa,1.343749962747097,1.5294669070778644,1.1382079624032857,1.5294669070778644,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Sonepat,0.1458333283662796,1.9471330397341349,3.0,0.4374999850988388,0.0,NO ALERT,NO ALERT,20260320,06
Haryana,Yamuna Nagar,13.28125,3.416164347345698,0.3,3.984375,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Bilaspur,2.1875,4.557276909145182,2.0833265870377975,4.557276909145182,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Chamba,3.994318075478077,4.028085545694472,1.0084538761256145,4.028085545694472,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Hamirpur,4.8125,5.297622990618422,1.1008047772713603,5.297622990618422,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Kangra,3.7265625,6.058689285748422,1.625811799949262,6.058689285748422,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Kinnaur,13.306818019598722,1.4515587624955741,0.3,3.9920454058796166,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Kullu,9.7421875,4.135258982519376,0.42446924600038505,4.135258982519376,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Lahul and Spiti,5.048611147562042,1.9885549933670863,0.39388159144071794,1.9885549933670863,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Mandi,7.387499809265137,5.930121652994254,0.8027237639393112,5.930121652994254,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Shimla,14.277778202667832,4.0182339860378695,0.3,4.28333346080035,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Sirmaur,18.799999997019768,5.561047621083586,0.3,5.63999999910593,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Solan,3.3125,4.776543091523321,1.4419752729127007,4.776543091523321,0.0,NO ALERT,NO ALERT,20260320,06
Himachal Pradesh,Una,5.34375,4.760764894001696,0.8909033719769255,4.760764894001696,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Anantnag (Kashmir South),0.4732142733410001,2.7242648947058123,3.0,1.4196428200230002,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Bagdam,0.3541666679084301,1.6657434171669558,3.0,1.0625000037252903,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Baramula (Kashmir North),1.1071428777649999,2.0614657766431743,1.8619690538990554,2.0614657766431743,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Doda,1.731617682846263,2.7725555083583093,1.6011360566618003,2.7725555083583093,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Jammu,0.28125,5.535667909023492,3.0,0.84375,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Kargil,1.4999999410938472,1.2119303932532162,0.807953627231104,1.2119303932532162,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Kathua,1.015625,6.343467680349538,3.0,3.046875,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Kupwara (Muzaffarabad),1.287499949336052,2.0692131354914953,1.6071558966340647,2.0692131354914953,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Ladakh (Leh),1.6541666918201372,0.6180984136873184,0.3736615038519505,0.6180984136873184,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Pulwama,0.3125,2.0657659869283846,3.0,0.9375,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Punch,1.5250000255182385,2.235986455915725,1.4662206022953168,2.235986455915725,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Rajauri,2.989583413116634,5.424694081351637,1.8145317697278784,5.424694081351637,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Srinagar,0.125,2.2801307443682464,3.0,0.375,0.0,NO ALERT,NO ALERT,20260320,06
Jammu and Kashmir,Udhampur,1.359375,5.385398581858776,3.0,4.078125,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Bokaro,0.40625,4.700562288208979,3.0,1.21875,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Chatra,1.5000000204890966,3.6032163306900626,2.402144187648199,3.603216330690063,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Deoghar,1.296875,3.941082497140112,3.0,3.890625,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Dhanbad,0.921875,4.259816988639227,3.0,2.765625,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Dumka,1.850000025704503,3.9080785481692994,2.1124748615509095,3.908078548169299,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Garhwa,1.9791666632518172,3.1324157564267177,1.582694279662171,3.1324157564267177,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Giridih,1.8984375,3.512664829245577,1.8502925849524028,3.512664829245577,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Godda,1.03125,3.569494286016242,3.0,3.09375,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Gumla,3.510416753590107,4.433724703415208,1.263019468808321,4.433724703415208,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Hazaribag,2.5703125,3.8777191527085764,1.5086566916313002,3.8777191527085764,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Jamtara,1.78125,4.91715531196088,2.7605082453113714,4.91715531196088,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Koderma,3.3750000912696123,3.495051342051595,1.0355707400105052,3.495051342051595,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Latehar,1.791666692122817,4.138837377107851,2.3100487357969692,4.138837377107851,0.0,NO ALERT,NO ALERT,20260320,06
Jharkhand,Lohardaga,1.65625,4.829176806076749,2.9157293923482257,4.829176806076749,0.0,NO ALERT,NO ALERT,20260320,06
