state,district,from_hour,to_hour,interval_label,rain_gfs_mm,bias_factor,rain_gfs_bc_mm,rain_icon_mm,alert_gfs_bc,alert_icon,date,cycle_utc
Chhattisgarh,Dhamtari,0,3,0-3 h,2.5416667461395264,0.3,0.7625000238418579,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Durg,0,3,0-3 h,2.265625,0.3,0.6796875,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Janjgir-Champa,0,3,0-3 h,2.875,0.3927703459741542,1.1292147446756935,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Jashpur,0,3,0-3 h,0.48750001192092896,0.3,0.14625000357627868,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Kanker,0,3,0-3 h,2.0625,0.3,0.61875,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Kawardha,0,3,0-3 h,0.21875,0.8375725316663064,0.18321899130200453,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Korba,0,3,0-3 h,0.4652777910232544,0.5587190066351523,0.25995954520991066,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Koriya,0,3,0-3 h,3.034090995788574,0.34388904915609886,1.043390667594814,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Mahasamund,0,3,0-3 h,3.3125,0.3,0.9937499999999999,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Raigarh,0,3,0-3 h,2.1647727489471436,0.3,0.6494318246841431,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Raipur,0,3,0-3 h,1.88671875,0.3,0.566015625,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Raj Nandgaon,0,3,0-3 h,3.840909004211426,0.3,1.1522727012634277,0.0,NO ALERT,NO ALERT,20260716,18
Chhattisgarh,Surguja,0,3,0-3 h,1.1458333730697632,0.3,0.34375001192092897,0.0,NO ALERT,NO ALERT,20260716,18
Dadra and Nagar Haveli,Dadra and Nagar Haveli,0,3,0-3 h,0.125,3.0,0.375,0.0,NO ALERT,NO ALERT,20260716,18
Daman and Diu,Daman,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Daman and Diu,Junagadh,0,3,0-3 h,0.5,1.4920289977374812,0.7460144988687406,0.0,NO ALERT,NO ALERT,20260716,18
Delhi,Delhi,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Goa,North Goa,0,3,0-3 h,1.03125,2.6034565974962085,2.684814616167965,0.0,NO ALERT,NO ALERT,20260716,18
Goa,South Goa,0,3,0-3 h,1.625,2.2651925700197073,3.6809379262820245,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Ahmadabad,0,3,0-3 h,0.10000000149011612,3.0,0.30000000447034836,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Amreli,0,3,0-3 h,0.11363636702299118,3.0,0.34090910106897354,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Anand,0,3,0-3 h,0.36250001192092896,3.0,1.0875000357627869,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Banas Kantha,0,3,0-3 h,0.03125,1.0,0.03125,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Bharuch,0,3,0-3 h,0.2410714328289032,3.0,0.7232142984867096,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Bhavnagar,0,3,0-3 h,0.034090910106897354,3.0,0.10227273032069206,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Dahod,0,3,0-3 h,0.0729166641831398,3.0,0.2187499925494194,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Gandhinagar,0,3,0-3 h,0.03125,3.0,0.09375,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Jamnagar,0,3,0-3 h,0.1875,2.3103877574889777,0.4331977045291833,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Junagadh,0,3,0-3 h,0.5,2.2757864528587777,1.1378932264293888,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Kachchh,0,3,0-3 h,0.09687499701976776,3.0,0.2906249910593033,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Kheda,0,3,0-3 h,0.0416666679084301,3.0,0.1250000037252903,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Mahesana,0,3,0-3 h,0.0982142835855484,3.0,0.2946428507566452,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Narmada,0,3,0-3 h,0.0,3.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Navsari,0,3,0-3 h,0.40625,3.0,1.21875,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Panch Mahals,0,3,0-3 h,0.13750000298023224,3.0,0.4125000089406967,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Patan,0,3,0-3 h,0.2013888955116272,2.583856591811992,0.5203600251854544,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Porbandar,0,3,0-3 h,0.3125,1.953423512966981,0.6104448478021816,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Rajkot,0,3,0-3 h,0.125,3.0,0.375,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Sabar Kantha,0,3,0-3 h,0.0694444477558136,3.0,0.2083333432674408,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Surat,0,3,0-3 h,0.08749999850988388,3.0,0.26249999552965164,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Surendranagar,0,3,0-3 h,0.02500000037252903,3.0,0.07500000111758709,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,The Dangs,0,3,0-3 h,0.02083333395421505,3.0,0.06250000186264515,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Vadodara,0,3,0-3 h,0.0052083334885537624,3.0,0.015625000465661287,0.0,NO ALERT,NO ALERT,20260716,18
Gujarat,Valsad,0,3,0-3 h,0.296875,3.0,0.890625,0.0,NO ALERT,NO ALERT,20260716,18
Haryana,Ambala,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
Haryana,Bhiwani,0,3,0-3 h,0.0,1.0,0.0,0.0,NO ALERT,NO ALERT,20260716,18
